image_id,image_path,bbox_x,bbox_y,bbox_w,bbox_h,class_idx
629,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg,210.0,150.0,158.0,135.0,11
630,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0083_8300.jpg,54.0,97.0,281.0,182.0,11
631,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg,140.0,83.0,164.0,205.0,11
633,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,148.0,104.0,139.0,369.0,11
635,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg,190.0,80.0,188.0,219.0,11
636,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0003_8337.jpg,136.0,84.0,140.0,255.0,11
639,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0058_8350.jpg,196.0,94.0,160.0,201.0,11
641,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,111.0,120.0,179.0,157.0,11
642,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0038_8689.jpg,104.0,107.0,184.0,285.0,11
645,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0007_8366.jpg,183.0,69.0,141.0,332.0,11
647,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0072_8606.jpg,72.0,104.0,285.0,350.0,11
648,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg,117.0,88.0,195.0,213.0,11
652,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0056_8455.jpg,165.0,153.0,309.0,235.0,11
653,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,124.0,89.0,157.0,216.0,11
655,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0084_8435.jpg,109.0,110.0,292.0,315.0,11
657,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg,152.0,56.0,259.0,301.0,11
660,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0107_10252.jpg,104.0,61.0,324.0,194.0,12
662,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0104_10273.jpg,207.0,94.0,156.0,171.0,12
663,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0001_9261.jpg,88.0,77.0,263.0,270.0,12
666,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0102_10807.jpg,96.0,119.0,156.0,163.0,12
667,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0033_10809.jpg,69.0,113.0,311.0,157.0,12
668,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0094_9823.jpg,145.0,63.0,258.0,256.0,12
669,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0008_9289.jpg,192.0,70.0,190.0,211.0,12
670,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0099_9314.jpg,83.0,29.0,270.0,332.0,12
671,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0101_9811.jpg,94.0,41.0,180.0,289.0,12
672,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0050_9821.jpg,99.0,125.0,194.0,291.0,12
677,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0013_9367.jpg,171.0,127.0,144.0,212.0,12
678,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0065_9375.jpg,5.0,71.0,235.0,258.0,12
680,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0119_10430.jpg,76.0,115.0,217.0,307.0,12
682,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0052_9423.jpg,178.0,80.0,182.0,131.0,12
685,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0044_9990.jpg,239.0,111.0,154.0,107.0,12
690,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0092_10026.jpg,8.0,36.0,369.0,421.0,12
691,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0014_11055.jpg,165.0,117.0,181.0,203.0,12
693,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0019_10552.jpg,96.0,121.0,206.0,227.0,12
694,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0059_10041.jpg,83.0,28.0,226.0,286.0,12
699,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0002_11085.jpg,19.0,47.0,264.0,206.0,12
701,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0131_9578.jpg,117.0,95.0,149.0,186.0,12
702,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0064_10092.jpg,84.0,68.0,370.0,232.0,12
706,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0069_9085.jpg,92.0,91.0,220.0,364.0,12
710,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0133_9618.jpg,37.0,71.0,197.0,210.0,12
712,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0053_10166.jpg,289.0,126.0,123.0,147.0,12
713,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0124_10182.jpg,93.0,76.0,194.0,196.0,12
715,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0117_10215.jpg,123.0,85.0,348.0,242.0,12
716,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0032_10217.jpg,90.0,59.0,228.0,273.0,12
717,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0020_9194.jpg,66.0,38.0,208.0,222.0,12
719,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0047_9204.jpg,15.0,95.0,304.0,321.0,12
720,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0005_13832.jpg,90.0,57.0,187.0,315.0,13
722,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg,45.0,65.0,238.0,294.0,13
725,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0075_12835.jpg,38.0,90.0,201.0,259.0,13
727,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0028_12335.jpg,278.0,159.0,214.0,126.0,13
729,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0044_14389.jpg,105.0,24.0,338.0,295.0,13
730,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0017_11574.jpg,129.0,22.0,236.0,291.0,13
732,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0001_12469.jpg,36.0,112.0,356.0,173.0,13
733,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0066_12869.jpg,49.0,79.0,392.0,254.0,13
734,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,114.0,82.0,169.0,152.0,13
735,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0049_13641.jpg,86.0,141.0,172.0,178.0,13
736,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg,0.0,46.0,488.0,302.0,13
740,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,194.0,214.0,118.0,223.0,13
741,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0018_11883.jpg,71.0,120.0,312.0,289.0,13
744,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0056_12637.jpg,18.0,18.0,481.0,309.0,13
746,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0082_11907.jpg,82.0,223.0,117.0,110.0,13
747,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0004_13195.jpg,102.0,128.0,190.0,196.0,13
748,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0022_12781.jpg,41.0,87.0,184.0,412.0,13
751,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0076_12950.jpg,301.0,64.0,175.0,166.0,13
754,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0055_13473.jpg,187.0,108.0,148.0,210.0,13
755,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0041_13987.jpg,218.0,273.0,189.0,101.0,13
756,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0047_12966.jpg,153.0,95.0,188.0,168.0,13
758,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0034_12464.jpg,118.0,131.0,196.0,155.0,13
760,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0032_12215.jpg,54.0,118.0,227.0,291.0,13
762,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0026_11964.jpg,119.0,78.0,144.0,137.0,13
768,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,274.0,25.0,204.0,208.0,13
769,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0039_12756.jpg,120.0,150.0,127.0,168.0,13
770,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0085_11991.jpg,142.0,90.0,215.0,196.0,13
775,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0006_14317.jpg,7.0,105.0,431.0,288.0,13
776,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0024_13523.jpg,102.0,145.0,183.0,140.0,13
778,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0003_13049.jpg,88.0,72.0,346.0,256.0,13
780,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0073_14594.jpg,51.0,77.0,312.0,226.0,14
781,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg,199.0,95.0,194.0,231.0,14
782,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg,61.0,68.0,178.0,192.0,14
784,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,29.0,47.0,229.0,177.0,14
788,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0089_14598.jpg,27.0,58.0,222.0,243.0,14
789,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0004_14887.jpg,216.0,159.0,147.0,266.0,14
790,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,71.0,89.0,282.0,148.0,14
791,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg,69.0,87.0,300.0,179.0,14
792,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0041_15152.jpg,215.0,51.0,108.0,268.0,14
793,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0061_15155.jpg,138.0,100.0,267.0,369.0,14
794,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0009_15163.jpg,76.0,153.0,190.0,305.0,14
798,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0010_14915.jpg,180.0,120.0,158.0,251.0,14
801,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0095_14919.jpg,265.0,93.0,197.0,164.0,14
806,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0067_14672.jpg,213.0,94.0,189.0,253.0,14
807,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0008_15195.jpg,122.0,96.0,131.0,199.0,14
810,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0015_14690.jpg,213.0,117.0,106.0,167.0,14
812,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0045_14954.jpg,88.0,135.0,169.0,257.0,14
813,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0107_14705.jpg,118.0,126.0,224.0,281.0,14
814,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0081_14709.jpg,115.0,170.0,108.0,222.0,14
816,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,99.0,176.0,152.0,224.0,14
818,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0086_14992.jpg,106.0,178.0,132.0,186.0,14
819,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0046_14787.jpg,164.0,120.0,234.0,212.0,14
822,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0105_15017.jpg,52.0,72.0,218.0,322.0,14
823,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0031_15018.jpg,173.0,90.0,195.0,281.0,14
828,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0055_15043.jpg,116.0,153.0,218.0,162.0,14
829,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0082_15047.jpg,211.0,125.0,227.0,146.0,14
833,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0014_14824.jpg,156.0,116.0,158.0,208.0,14
834,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0039_15081.jpg,125.0,98.0,209.0,156.0,14
835,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0020_14837.jpg,172.0,52.0,184.0,213.0,14
836,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0087_15096.jpg,111.0,16.0,249.0,302.0,14
841,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0039_15235.jpg,14.0,179.0,193.0,154.0,15
843,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0050_16670.jpg,32.0,97.0,207.0,343.0,15
845,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0061_16930.jpg,95.0,100.0,251.0,213.0,15
853,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,178.0,79.0,262.0,202.0,15
855,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,123.0,190.0,265.0,250.0,15
856,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0091_15198.jpg,47.0,64.0,399.0,384.0,15
857,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0100_16735.jpg,180.0,93.0,262.0,143.0,15
859,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0073_16737.jpg,104.0,40.0,289.0,346.0,15
860,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0005_15202.jpg,28.0,67.0,372.0,225.0,15
861,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0028_15205.jpg,136.0,66.0,349.0,161.0,15
862,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0034_15207.jpg,30.0,87.0,278.0,143.0,15
863,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0055_15208.jpg,43.0,52.0,258.0,340.0,15
864,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0071_15209.jpg,55.0,70.0,334.0,423.0,15
865,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0093_15212.jpg,183.0,124.0,162.0,106.0,15
867,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0076_16765.jpg,228.0,116.0,143.0,177.0,15
870,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0087_15232.jpg,197.0,71.0,119.0,142.0,15
871,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0096_15233.jpg,215.0,119.0,158.0,249.0,15
872,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0070_16515.jpg,291.0,92.0,108.0,239.0,15
873,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0066_15241.jpg,94.0,242.0,167.0,191.0,15
874,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0099_16525.jpg,137.0,67.0,175.0,274.0,15
875,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0006_15249.jpg,27.0,42.0,376.0,406.0,15
877,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0084_16531.jpg,195.0,46.0,264.0,321.0,15
879,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0046_16535.jpg,50.0,58.0,224.0,210.0,15
881,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0086_16540.jpg,134.0,134.0,221.0,330.0,15
884,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0036_16563.jpg,105.0,78.0,207.0,218.0,15
888,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0001_16585.jpg,168.0,156.0,102.0,123.0,15
889,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0083_16587.jpg,224.0,114.0,121.0,158.0,15
891,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0056_16599.jpg,114.0,25.0,192.0,251.0,15
894,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0060_15224.jpg,94.0,107.0,154.0,121.0,15
895,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0002_16887.jpg,127.0,198.0,127.0,125.0,15
898,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0085_19162.jpg,118.0,19.0,354.0,291.0,16
900,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0094_17165.jpg,113.0,36.0,311.0,185.0,16
902,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0045_18021.jpg,167.0,73.0,194.0,404.0,16
906,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0054_19334.jpg,65.0,77.0,316.0,365.0,16
907,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0075_17946.jpg,91.0,118.0,185.0,276.0,16
910,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0066_17803.jpg,56.0,112.0,293.0,138.0,16
912,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0051_17223.jpg,4.0,167.0,186.0,252.0,16
916,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0019_17368.jpg,125.0,89.0,374.0,236.0,16
917,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0089_18005.jpg,163.0,74.0,122.0,226.0,16
918,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0025_17239.jpg,120.0,45.0,370.0,272.0,16
920,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0079_19044.jpg,226.0,53.0,196.0,170.0,16
922,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0029_17297.jpg,112.0,37.0,231.0,277.0,16
923,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0081_17291.jpg,90.0,67.0,286.0,244.0,16
925,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0007_18537.jpg,74.0,41.0,241.0,328.0,16
926,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0083_18042.jpg,89.0,78.0,383.0,242.0,16
927,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0020_18664.jpg,87.0,68.0,384.0,277.0,16
928,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0053_17541.jpg,67.0,81.0,215.0,361.0,16
929,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0028_18054.jpg,44.0,84.0,166.0,139.0,16
931,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0052_18334.jpg,37.0,90.0,357.0,177.0,16
934,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0084_17576.jpg,69.0,150.0,225.0,186.0,16
935,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0037_18092.jpg,53.0,97.0,238.0,264.0,16
937,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0056_18352.jpg,98.0,1.0,349.0,357.0,16
939,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0092_17591.jpg,89.0,52.0,335.0,401.0,16
941,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0039_17597.jpg,0.0,73.0,341.0,355.0,16
943,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0012_18638.jpg,137.0,54.0,186.0,357.0,16
946,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0104_17122.jpg,33.0,47.0,282.0,427.0,16
947,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0057_17128.jpg,26.0,32.0,415.0,251.0,16
950,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0060_17139.jpg,93.0,114.0,316.0,335.0,16
951,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0097_17396.jpg,193.0,114.0,224.0,198.0,16
952,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/017.Cardinal/Cardinal_0002_18424.jpg,106.0,65.0,157.0,392.0,16
954,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/018.Spotted_Catbird/Spotted_Catbird_0030_796801.jpg,67.0,109.0,222.0,160.0,17
955,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/018.Spotted_Catbird/Spotted_Catbird_0012_796802.jpg,183.0,32.0,211.0,317.0,17
956,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,25.0,29.0,135.0,103.0,17
957,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/018.Spotted_Catbird/Spotted_Catbird_0004_796804.jpg,76.0,113.0,377.0,242.0,17
