image_id,image_path,is_train,bbox_x,bbox_y,bbox_w,bbox_h
657,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg,1,152.0,56.0,259.0,301.0
658,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0012_8443.jpg,0,180.0,89.0,261.0,235.0
659,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0035_8447.jpg,0,116.0,123.0,174.0,189.0
660,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0107_10252.jpg,1,104.0,61.0,324.0,194.0
661,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0007_9246.jpg,0,48.0,73.0,182.0,162.0
662,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0104_10273.jpg,1,207.0,94.0,156.0,171.0
663,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0001_9261.jpg,1,88.0,77.0,263.0,270.0
664,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0115_9265.jpg,0,139.0,89.0,157.0,152.0
665,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0039_9779.jpg,0,126.0,121.0,225.0,289.0
666,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0102_10807.jpg,1,96.0,119.0,156.0,163.0
667,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0033_10809.jpg,1,69.0,113.0,311.0,157.0
668,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0094_9823.jpg,1,145.0,63.0,258.0,256.0
669,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0008_9289.jpg,1,192.0,70.0,190.0,211.0
670,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0099_9314.jpg,1,83.0,29.0,270.0,332.0
671,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0101_9811.jpg,1,94.0,41.0,180.0,289.0
672,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0050_9821.jpg,1,99.0,125.0,194.0,291.0
673,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0074_9311.jpg,0,161.0,93.0,123.0,121.0
674,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0120_10859.jpg,0,295.0,111.0,130.0,183.0
675,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0097_10861.jpg,0,167.0,107.0,128.0,152.0
676,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0109_9869.jpg,0,84.0,228.0,139.0,157.0
677,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0013_9367.jpg,1,171.0,127.0,144.0,212.0
678,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0065_9375.jpg,1,5.0,71.0,235.0,258.0
679,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0018_9402.jpg,0,171.0,117.0,100.0,102.0
680,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0119_10430.jpg,1,76.0,115.0,217.0,307.0
681,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0126_11458.jpg,0,149.0,136.0,168.0,167.0
682,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0052_9423.jpg,1,178.0,80.0,182.0,131.0
683,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0081_9439.jpg,0,248.0,65.0,133.0,151.0
684,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0048_9988.jpg,0,77.0,98.0,230.0,357.0
685,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0044_9990.jpg,1,239.0,111.0,154.0,107.0
686,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0067_11533.jpg,0,81.0,115.0,154.0,152.0
687,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0110_9496.jpg,0,65.0,121.0,134.0,120.0
688,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0071_9503.jpg,0,87.0,85.0,222.0,336.0
689,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0128_9947.jpg,0,207.0,60.0,142.0,152.0
690,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0092_10026.jpg,1,8.0,36.0,369.0,421.0
691,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0014_11055.jpg,1,165.0,117.0,181.0,203.0
692,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0026_11057.jpg,0,56.0,201.0,181.0,185.0
693,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0019_10552.jpg,1,96.0,121.0,206.0,227.0
694,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0059_10041.jpg,1,83.0,28.0,226.0,286.0
695,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0112_11073.jpg,0,141.0,37.0,180.0,268.0
696,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0057_10051.jpg,0,53.0,130.0,124.0,266.0
697,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0049_9540.jpg,0,71.0,89.0,313.0,261.0
698,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0027_10569.jpg,0,144.0,133.0,157.0,141.0
699,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0002_11085.jpg,1,19.0,47.0,264.0,206.0
700,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0076_11093.jpg,0,50.0,78.0,244.0,193.0
701,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0131_9578.jpg,1,117.0,95.0,149.0,186.0
702,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0064_10092.jpg,1,84.0,68.0,370.0,232.0
703,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0035_11117.jpg,0,32.0,132.0,252.0,293.0
704,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0043_10607.jpg,0,146.0,66.0,200.0,346.0
705,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0056_9080.jpg,0,208.0,114.0,271.0,217.0
706,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0069_9085.jpg,1,92.0,91.0,220.0,364.0
707,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0021_10623.jpg,0,141.0,61.0,275.0,284.0
708,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0070_10624.jpg,0,58.0,93.0,132.0,158.0
709,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0114_10627.jpg,0,33.0,14.0,451.0,482.0
710,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0133_9618.jpg,1,37.0,71.0,197.0,210.0
711,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0106_9126.jpg,0,169.0,74.0,164.0,159.0
712,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0053_10166.jpg,1,289.0,126.0,123.0,147.0
713,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0124_10182.jpg,1,93.0,76.0,194.0,196.0
714,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0040_9681.jpg,0,18.0,79.0,284.0,377.0
715,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0117_10215.jpg,1,123.0,85.0,348.0,242.0
716,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0032_10217.jpg,1,90.0,59.0,228.0,273.0
717,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0020_9194.jpg,1,66.0,38.0,208.0,222.0
718,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0079_10736.jpg,0,121.0,141.0,211.0,166.0
719,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/013.Bobolink/Bobolink_0047_9204.jpg,1,15.0,95.0,304.0,321.0
720,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0005_13832.jpg,1,90.0,57.0,187.0,315.0
721,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0014_14167.jpg,0,194.0,19.0,102.0,263.0
722,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg,1,45.0,65.0,238.0,294.0
723,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0068_13081.jpg,0,61.0,25.0,297.0,224.0
724,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0040_11805.jpg,0,161.0,34.0,203.0,276.0
725,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0075_12835.jpg,1,38.0,90.0,201.0,259.0
726,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0063_11820.jpg,0,140.0,84.0,158.0,314.0
727,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0028_12335.jpg,1,278.0,159.0,214.0,126.0
728,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0037_14128.jpg,0,127.0,87.0,161.0,151.0
729,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0044_14389.jpg,1,105.0,24.0,338.0,295.0
730,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0017_11574.jpg,1,129.0,22.0,236.0,291.0
731,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0027_11579.jpg,0,77.0,170.0,183.0,176.0
732,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0001_12469.jpg,1,36.0,112.0,356.0,173.0
733,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0066_12869.jpg,1,49.0,79.0,392.0,254.0
734,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,1,114.0,82.0,169.0,152.0
735,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0049_13641.jpg,1,86.0,141.0,172.0,178.0
736,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg,1,0.0,46.0,488.0,302.0
737,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0053_13391.jpg,0,208.0,112.0,120.0,116.0
738,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0015_12632.jpg,0,228.0,47.0,220.0,122.0
739,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0016_13661.jpg,0,85.0,141.0,111.0,256.0
740,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,1,194.0,214.0,118.0,223.0
741,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0018_11883.jpg,1,71.0,120.0,312.0,289.0
742,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0073_13933.jpg,0,150.0,145.0,239.0,239.0
743,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0072_14197.jpg,0,257.0,61.0,134.0,237.0
744,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0056_12637.jpg,1,18.0,18.0,481.0,309.0
745,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0071_11639.jpg,0,165.0,139.0,133.0,125.0
746,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0082_11907.jpg,1,82.0,223.0,117.0,110.0
747,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0004_13195.jpg,1,102.0,128.0,190.0,196.0
748,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0022_12781.jpg,1,41.0,87.0,184.0,412.0
749,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0036_13716.jpg,0,108.0,133.0,193.0,259.0
750,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0013_12949.jpg,0,128.0,56.0,124.0,243.0
751,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0076_12950.jpg,1,301.0,64.0,175.0,166.0
752,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0021_13979.jpg,0,14.0,78.0,316.0,223.0
753,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0060_14495.jpg,0,213.0,74.0,111.0,258.0
754,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0055_13473.jpg,1,187.0,108.0,148.0,210.0
755,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0041_13987.jpg,1,218.0,273.0,189.0,101.0
756,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0047_12966.jpg,1,153.0,95.0,188.0,168.0
757,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0058_12207.jpg,0,58.0,70.0,216.0,306.0
758,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0034_12464.jpg,1,118.0,131.0,196.0,155.0
759,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0054_12213.jpg,0,128.0,107.0,249.0,155.0
760,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0032_12215.jpg,1,54.0,118.0,227.0,291.0
761,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0025_12532.jpg,0,119.0,93.0,152.0,223.0
762,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0026_11964.jpg,1,119.0,78.0,144.0,137.0
763,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0052_11893.jpg,0,91.0,149.0,219.0,174.0
764,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0029_13761.jpg,0,86.0,145.0,206.0,161.0
765,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0010_13000.jpg,0,109.0,37.0,307.0,277.0
766,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0078_11852.jpg,0,127.0,117.0,154.0,243.0
767,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0061_13259.jpg,0,51.0,62.0,307.0,263.0
768,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,1,274.0,25.0,204.0,208.0
769,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0039_12756.jpg,1,120.0,150.0,127.0,168.0
770,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0085_11991.jpg,1,142.0,90.0,215.0,196.0
771,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0065_14558.jpg,0,95.0,121.0,117.0,121.0
772,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0051_12837.jpg,0,89.0,110.0,142.0,195.0
773,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0033_12777.jpg,0,52.0,147.0,260.0,200.0
774,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0077_14060.jpg,0,145.0,75.0,181.0,161.0
775,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0006_14317.jpg,1,7.0,105.0,431.0,288.0
776,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0024_13523.jpg,1,102.0,145.0,183.0,140.0
777,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0031_13300.jpg,0,66.0,84.0,315.0,136.0
778,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0003_13049.jpg,1,88.0,72.0,346.0,256.0
779,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0074_12829.jpg,0,174.0,52.0,309.0,226.0
780,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0073_14594.jpg,1,51.0,77.0,312.0,226.0
781,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg,1,199.0,95.0,194.0,231.0
782,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg,1,61.0,68.0,178.0,192.0
783,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0047_14863.jpg,0,139.0,123.0,190.0,249.0
784,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,1,29.0,47.0,229.0,177.0
785,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0101_14873.jpg,0,37.0,151.0,287.0,210.0
786,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0052_14618.jpg,0,184.0,27.0,169.0,176.0
787,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0085_14627.jpg,0,112.0,93.0,250.0,331.0
788,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0089_14598.jpg,1,27.0,58.0,222.0,243.0
789,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0004_14887.jpg,1,216.0,159.0,147.0,266.0
790,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,1,71.0,89.0,282.0,148.0
791,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg,1,69.0,87.0,300.0,179.0
792,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0041_15152.jpg,1,215.0,51.0,108.0,268.0
793,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0061_15155.jpg,1,138.0,100.0,267.0,369.0
794,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0009_15163.jpg,1,76.0,153.0,190.0,305.0
795,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0078_15164.jpg,0,157.0,239.0,140.0,147.0
796,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0092_14656.jpg,0,222.0,86.0,151.0,107.0
797,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0066_14914.jpg,0,139.0,178.0,168.0,171.0
798,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0010_14915.jpg,1,180.0,120.0,158.0,251.0
799,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0001_14916.jpg,0,120.0,155.0,174.0,139.0
800,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0076_14662.jpg,0,69.0,191.0,136.0,250.0
801,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0095_14919.jpg,1,265.0,93.0,197.0,164.0
802,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0035_14920.jpg,0,179.0,182.0,190.0,177.0
803,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0070_14665.jpg,0,50.0,132.0,330.0,244.0
804,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0040_14923.jpg,0,45.0,154.0,123.0,226.0
805,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0026_14669.jpg,0,143.0,187.0,137.0,254.0
806,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0067_14672.jpg,1,213.0,94.0,189.0,253.0
807,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0008_15195.jpg,1,122.0,96.0,131.0,199.0
808,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0032_14778.jpg,0,162.0,40.0,122.0,227.0
809,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0021_14686.jpg,0,243.0,87.0,180.0,145.0
810,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0015_14690.jpg,1,213.0,117.0,106.0,167.0
811,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0028_14950.jpg,0,38.0,82.0,179.0,300.0
812,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0045_14954.jpg,1,88.0,135.0,169.0,257.0
813,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0107_14705.jpg,1,118.0,126.0,224.0,281.0
814,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0081_14709.jpg,1,115.0,170.0,108.0,222.0
815,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0094_11894.jpg,0,161.0,88.0,257.0,132.0
816,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,1,99.0,176.0,152.0,224.0
817,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0030_14986.jpg,0,174.0,72.0,143.0,190.0
818,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0086_14992.jpg,1,106.0,178.0,132.0,186.0
819,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0046_14787.jpg,1,164.0,120.0,234.0,212.0
820,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0097_14617.jpg,0,101.0,95.0,222.0,231.0
821,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0059_14749.jpg,0,136.0,90.0,100.0,244.0
822,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0105_15017.jpg,1,52.0,72.0,218.0,322.0
823,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0031_15018.jpg,1,173.0,90.0,195.0,281.0
824,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0037_15021.jpg,0,175.0,176.0,159.0,136.0
825,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0093_15030.jpg,0,249.0,138.0,145.0,115.0
826,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/015.Lazuli_Bunting/Lazuli_Bunting_0057_14775.jpg,0,26.0,69.0,388.0,171.0
